Store,Date,Temp_Fahrenheit,Fuel_Price_$,Consumer_Price_Index_CPI,Unemployment_Pct,Size_Sq_ft
2,06/05/2011,61.48,3.906,215.445,7.931,202307
38,06/05/2011,68.4,4.193,129.044,13.736,39690
42,06/05/2011,73.56,4.193,129.044,8.494,39690
12,06/05/2011,68.4,4.193,129.044,13.736,112238
27,06/05/2011,56.48,4.192,138.413,7.725,204184
32,06/05/2011,46.65,3.735,192.725,8.595,203007
5,06/05/2011,66.27,3.906,216.366,6.489,34875
45,06/05/2011,58.21,4.046,185.937,8.521,118221
31,06/05/2011,61.87,3.906,215.445,7.931,203750
29,06/05/2011,53.63,4.078,134.514,9.966,93638
9,06/05/2011,62.2,3.906,219.432,6.38,125833
39,06/17/2011,85.21,3.637,213.748,8.3,184109
28,06/17/2011,86.84,3.935,129.043,13.736,206302
38,06/17/2011,86.84,3.935,129.043,13.736,39690
1,06/17/2011,86.41,3.637,214.998,7.682,151315
14,06/17/2011,69.32,3.842,185.672,8.521,200898
9,06/17/2011,89.15,3.637,218.588,6.38,125833
2,06/17/2011,86.53,3.637,214.651,7.931,202307
44,06/17/2011,63.35,3.704,129.043,6.906,39910
26,06/17/2011,54.5,3.873,135.084,7.818,152513
40,06/17/2011,59.16,3.873,135.084,4.781,155083
11,06/17/2011,87.9,3.637,218.355,7.574,207499
35,06/17/2011,67.03,3.842,139.003,8.512,103681
5,06/17/2011,86.84,3.637,215.56,6.489,34875
4,06/17/2011,83.51,3.618,129.043,5.946,205863
43,06/17/2011,88.49,3.637,206.856,10.581,41062
31,06/17/2011,87.54,3.637,214.651,7.931,203750
18,06/17/2011,63.23,3.873,135.084,8.975,120653
41,06/17/2011,62.3,3.697,192.903,6.934,196321
17,06/17/2011,56.61,3.704,129.043,6.774,93188
6,06/17/2011,87.08,3.637,216.537,6.855,202505
34,06/17/2011,76.58,3.618,129.043,10.581,158114
29,06/17/2011,63.97,3.873,135.084,9.966,93638
25,06/17/2011,63.58,3.842,208.127,7.287,128107
36,06/17/2011,84.43,3.599,213.748,8.3,39910
24,06/17/2011,64.34,3.989,135.084,8.212,203819
15,06/17/2011,63.9,3.989,135.084,7.658,123737
12,06/17/2011,86.84,3.935,129.043,13.736,112238
19,06/17/2011,64.02,3.989,135.084,7.658,203819
32,06/17/2011,67.38,3.697,192.903,8.595,203007
23,06/17/2011,61.06,3.873,135.084,4.781,114533
33,06/17/2011,91.11,3.935,129.043,8.687,39690
3,06/17/2011,86.96,3.637,218.355,7.574,37392
8,06/17/2011,84.73,3.637,218.402,6.297,155078
10,06/17/2011,87.96,3.935,129.043,8.494,126512
20,06/17/2011,66.41,3.842,208.127,7.287,203742
42,06/17/2011,87.96,3.935,129.043,8.494,39690
27,06/17/2011,67.03,3.989,139.003,7.725,204184
16,06/17/2011,58.34,3.697,192.903,6.339,57197
13,06/17/2011,63.35,3.704,129.043,7.193,219622
37,06/17/2011,84.43,3.637,213.748,8.3,39910
30,06/17/2011,87.54,3.637,214.651,7.931,42988
22,06/17/2011,63.97,3.873,139.003,8.252,119557
45,06/17/2011,69.32,3.842,185.672,8.521,118221
7,06/17/2011,48.79,3.697,192.903,8.595,70713
21,06/17/2011,87.54,3.637,214.651,7.931,140167
8,06/24/2011,83.94,3.594,218.498,6.297,155078
23,06/24/2011,63.8,3.851,135.265,4.781,114533
5,06/24/2011,84.76,3.594,215.654,6.489,34875
26,06/24/2011,56.94,3.851,135.265,7.818,152513
43,06/24/2011,88.3,3.594,206.942,10.581,41062
7,06/24/2011,46.85,3.661,192.998,8.595,70713
17,06/24/2011,60.99,3.668,129.066,6.774,93188
33,06/24/2011,94.11,3.807,129.066,8.687,39690
38,06/24/2011,88.95,3.898,129.066,13.736,39690
44,06/24/2011,66.38,3.668,129.066,6.906,39910
2,06/24/2011,85.17,3.594,214.744,7.931,202307
21,06/24/2011,85.72,3.594,214.744,7.931,140167
6,06/24/2011,85.51,3.594,216.631,6.855,202505
34,06/24/2011,77.16,3.57,129.066,10.581,158114
28,06/24/2011,88.95,3.898,129.066,13.736,206302
40,06/24/2011,62.59,3.851,135.265,4.781,155083
39,06/24/2011,84.06,3.594,213.84,8.3,184109
27,06/24/2011,72.02,3.964,139.183,7.725,204184
9,06/24/2011,86.74,3.594,218.684,6.38,125833
15,06/24/2011,69.96,3.964,135.265,7.658,123737
31,06/24/2011,85.72,3.594,214.744,7.931,203750
35,06/24/2011,72.02,3.804,139.183,8.512,103681
13,06/24/2011,66.38,3.668,129.066,7.193,219622
45,06/24/2011,74.85,3.804,185.792,8.521,118221
4,06/24/2011,81.85,3.57,129.066,5.946,205863
19,06/24/2011,68.4,3.964,135.265,7.658,203819
32,06/24/2011,65.06,3.661,192.998,8.595,203007
24,06/24/2011,68.88,3.964,135.265,8.212,203819
41,06/24/2011,59.54,3.661,192.998,6.934,196321
16,06/24/2011,54.36,3.661,192.998,6.339,57197
3,06/24/2011,84.94,3.594,218.451,7.574,37392
12,06/24/2011,88.95,3.898,129.066,13.736,112238
25,06/24/2011,70.71,3.804,208.231,7.287,128107
42,06/24/2011,90.69,3.807,129.066,8.494,39690
22,06/24/2011,68.53,3.851,139.183,8.252,119557
10,06/24/2011,90.69,3.807,129.066,8.494,126512
20,06/24/2011,72.4,3.804,208.231,7.287,203742
30,06/24/2011,85.72,3.594,214.744,7.931,42988
11,06/24/2011,86.13,3.594,218.451,7.574,207499
14,06/24/2011,74.85,3.804,185.792,8.521,200898
1,06/24/2011,83.58,3.594,215.091,7.682,151315
18,06/24/2011,67.41,3.851,135.265,8.975,120653
29,06/24/2011,68.53,3.851,135.265,9.966,93638
37,06/24/2011,83.95,3.594,213.84,8.3,39910
36,06/24/2011,83.95,3.569,213.84,8.3,39910
23,07/01/2011,27.81,3.193,132.882,5.114,114533
18,07/01/2011,30.1,3.193,132.882,9.131,120653
26,07/01/2011,21.13,3.193,132.882,7.907,152513
17,07/01/2011,6.23,2.891,127.192,6.866,93188
32,07/01/2011,23.78,2.882,191.368,8.818,203007
20,07/01/2011,31.43,3.193,204.649,7.343,203742
33,07/01/2011,46.25,3.287,127.192,8.951,39690
41,07/01/2011,23.76,2.882,191.368,7.241,196321
5,07/01/2011,48.3,2.976,211.956,6.634,34875
10,07/01/2011,43.43,3.287,127.192,8.744,126512
14,07/01/2011,34.32,3.193,182.598,8.549,200898
35,07/01/2011,34.42,3.193,136.733,8.549,103681
31,07/01/2011,44.24,2.976,211.065,8.028,203750
39,07/01/2011,52.74,2.976,210.184,8.395,184109
34,07/01/2011,24.5,2.98,127.192,10.398,158114
25,07/01/2011,29.0,3.193,204.649,7.343,128107
24,07/01/2011,30.72,3.351,132.882,8.252,203819
42,07/01/2011,43.43,3.287,127.192,8.744,39690
2,07/01/2011,44.69,2.976,211.065,8.028,202307
19,07/01/2011,31.34,3.351,132.882,7.771,203819
44,07/01/2011,16.94,2.891,127.192,7.224,39910
29,07/01/2011,32.56,3.193,132.882,10.256,93638
38,07/01/2011,37.64,3.287,127.192,14.021,39690
22,07/01/2011,32.56,3.193,136.733,8.458,119557
36,07/01/2011,54.11,2.942,210.184,8.395,39910
8,07/01/2011,35.77,2.976,214.742,6.262,155078
9,07/01/2011,41.82,2.976,214.923,6.416,125833
1,07/01/2011,48.27,2.976,211.405,7.742,151315
4,07/01/2011,39.34,2.98,127.192,6.51,205863
15,07/01/2011,30.53,3.351,132.882,7.771,123737
27,07/01/2011,34.42,3.351,136.733,7.827,204184
12,07/01/2011,37.64,3.287,127.192,14.021,112238
43,07/01/2011,40.47,2.976,203.427,10.398,41062
3,07/01/2011,53.35,2.976,214.696,7.551,37392
37,07/01/2011,54.11,2.976,210.184,8.395,39910
16,07/01/2011,12.39,2.882,191.368,6.614,57197
30,07/01/2011,44.24,2.976,211.065,8.028,42988
11,07/01/2011,54.43,2.976,214.696,7.551,207499
13,07/01/2011,16.94,2.891,127.192,7.47,219622
7,07/01/2011,10.09,2.882,191.368,8.818,70713
28,07/01/2011,37.64,3.287,127.192,14.021,206302
21,07/01/2011,44.24,2.976,211.065,8.028,140167
40,07/01/2011,24.05,3.193,132.882,5.114,155083
6,07/01/2011,47.78,2.976,212.913,6.858,202505
45,07/01/2011,34.32,3.193,182.598,8.549,118221
9,07/10/2011,72.62,3.285,220.664,6.054,125833
23,07/10/2011,49.0,3.633,136.472,4.42,114533
10,07/10/2011,75.01,3.827,129.694,7.874,126512
11,07/10/2011,76.97,3.285,220.43,7.197,207499
39,07/10/2011,71.68,3.285,215.783,7.716,184109
27,07/10/2011,56.91,3.775,140.435,7.906,204184
33,07/10/2011,81.16,3.827,129.694,8.01,39690
6,07/10/2011,74.1,3.285,218.597,6.551,202505
1,07/10/2011,69.31,3.285,217.045,7.866,151315
14,07/10/2011,55.82,3.583,187.484,8.523,200898
13,07/10/2011,60.62,3.592,129.694,6.392,219622
21,07/10/2011,71.64,3.285,216.696,7.441,140167
12,07/10/2011,70.44,3.827,129.694,12.89,112238
22,07/10/2011,56.44,3.633,140.435,7.706,119557
34,07/10/2011,60.42,3.299,129.694,10.148,158114
16,07/10/2011,48.91,3.498,194.946,6.232,57197
5,07/10/2011,71.64,3.285,217.612,6.3,34875
42,07/10/2011,75.01,3.827,129.694,7.874,39690
7,07/10/2011,40.65,3.498,194.946,8.513,70713
45,07/10/2011,55.82,3.583,187.484,8.523,118221
35,07/10/2011,56.91,3.583,140.435,8.745,103681
26,07/10/2011,46.84,3.633,136.472,7.598,152513
17,07/10/2011,54.4,3.592,129.694,6.617,93188
38,07/10/2011,70.44,3.827,129.694,12.89,39690
31,07/10/2011,71.64,3.285,216.696,7.441,203750
8,07/10/2011,67.61,3.285,220.477,6.123,155078
4,07/10/2011,65.79,3.299,129.694,5.143,205863
3,07/10/2011,75.54,3.285,220.43,7.197,37392
40,07/10/2011,50.21,3.633,136.472,4.42,155083
37,07/10/2011,71.2,3.285,215.783,7.716,39910
25,07/10/2011,50.82,3.583,210.117,7.082,128107
41,07/10/2011,58.74,3.498,194.946,6.759,196321
32,07/10/2011,62.62,3.498,194.946,8.513,203007
43,07/10/2011,74.17,3.285,208.787,10.148,41062
19,07/10/2011,53.1,3.775,136.472,7.866,203819
36,07/10/2011,71.2,3.262,215.783,7.716,39910
15,07/10/2011,51.24,3.775,136.472,7.866,123737
2,07/10/2011,69.92,3.285,216.696,7.441,202307
24,07/10/2011,53.87,3.775,136.472,8.454,203819
29,07/10/2011,56.44,3.633,136.472,9.357,93638
28,07/10/2011,70.44,3.827,129.694,12.89,206302
30,07/10/2011,71.64,3.285,216.696,7.441,42988
18,07/10/2011,54.65,3.633,136.472,8.471,120653
44,07/10/2011,60.62,3.592,129.694,6.078,39910
20,07/10/2011,52.42,3.583,210.117,7.082,203742
44,07/15/2011,75.59,3.553,129.134,6.56,39910
7,07/15/2011,54.37,3.532,193.313,8.622,70713
6,07/15/2011,88.93,3.575,216.904,6.925,202505
37,07/15/2011,85.63,3.575,214.108,8.177,39910
45,07/15/2011,78.47,3.76,186.14,8.625,118221
43,07/15/2011,84.67,3.575,207.194,10.641,41062
18,07/15/2011,74.36,3.827,135.784,8.89,120653
19,07/15/2011,73.7,3.915,135.784,7.806,203819
36,07/15/2011,85.63,3.55,214.108,8.177,39910
9,07/15/2011,90.45,3.575,218.961,6.404,125833
4,07/15/2011,83.27,3.563,129.134,5.644,205863
17,07/15/2011,67.93,3.553,129.134,6.745,93188
31,07/15/2011,91.05,3.575,215.013,7.852,203750
25,07/15/2011,72.67,3.76,208.531,7.274,128107
5,07/15/2011,88.64,3.575,215.925,6.529,34875
26,07/15/2011,64.43,3.827,135.784,7.767,152513
13,07/15/2011,75.59,3.553,129.134,6.877,219622
14,07/15/2011,78.47,3.76,186.14,8.625,200898
27,07/15/2011,77.83,3.915,139.701,7.85,204184
22,07/15/2011,75.2,3.827,139.701,8.023,119557
30,07/15/2011,91.05,3.575,215.013,7.852,42988
33,07/15/2011,92.83,3.779,129.134,8.442,39690
28,07/15/2011,88.1,3.692,129.134,13.503,206302
1,07/15/2011,88.54,3.575,215.361,7.962,151315
11,07/15/2011,88.3,3.575,218.728,7.567,207499
10,07/15/2011,86.01,3.779,129.134,8.257,126512
32,07/15/2011,70.55,3.532,193.313,8.622,203007
16,07/15/2011,65.16,3.532,193.313,6.338,57197
12,07/15/2011,88.1,3.692,129.134,13.503,112238
41,07/15/2011,68.18,3.532,193.313,6.901,196321
29,07/15/2011,75.2,3.827,135.784,9.863,93638
40,07/15/2011,68.9,3.827,135.784,4.584,155083
39,07/15/2011,85.96,3.575,214.108,8.177,184109
35,07/15/2011,77.83,3.76,139.701,8.684,103681
20,07/15/2011,74.88,3.76,208.531,7.274,203742
42,07/15/2011,86.01,3.779,129.134,8.257,39690
15,07/15/2011,73.34,3.915,135.784,7.806,123737
24,07/15/2011,74.43,3.915,135.784,8.358,203819
21,07/15/2011,91.05,3.575,215.013,7.852,140167
3,07/15/2011,87.14,3.575,218.728,7.567,37392
34,07/15/2011,78.09,3.563,129.134,10.641,158114
23,07/15/2011,69.8,3.827,135.784,4.584,114533
38,07/15/2011,88.1,3.692,129.134,13.503,39690
2,07/15/2011,89.83,3.575,215.013,7.852,202307
8,07/15/2011,84.26,3.575,218.775,6.425,155078
39,07/22/2011,84.6,3.651,214.171,8.177,184109
4,07/22/2011,82.84,3.627,129.151,5.644,205863
1,07/22/2011,85.77,3.651,215.422,7.962,151315
29,07/22/2011,77.79,3.882,135.874,9.863,93638
27,07/22/2011,82.28,3.972,139.797,7.85,204184
41,07/22/2011,74.11,3.545,193.512,6.901,196321
32,07/22/2011,76.0,3.545,193.512,8.622,203007
16,07/22/2011,65.36,3.545,193.512,6.338,57197
26,07/22/2011,69.52,3.882,135.874,7.767,152513
43,07/22/2011,88.58,3.651,207.254,10.641,41062
45,07/22/2011,82.33,3.811,186.218,8.625,118221
19,07/22/2011,79.37,3.972,135.874,7.806,203819
37,07/22/2011,83.31,3.651,214.171,8.177,39910
24,07/22/2011,79.29,3.972,135.874,8.358,203819
11,07/22/2011,87.8,3.651,218.786,7.567,207499
35,07/22/2011,82.28,3.811,139.797,8.684,103681
33,07/22/2011,97.17,3.697,129.151,8.442,39690
9,07/22/2011,89.08,3.651,219.019,6.404,125833
34,07/22/2011,80.75,3.627,129.151,10.641,158114
28,07/22/2011,91.17,3.794,129.151,13.503,206302
40,07/22/2011,73.34,3.882,135.874,4.584,155083
20,07/22/2011,78.89,3.811,208.594,7.274,203742
15,07/22/2011,79.97,3.972,135.874,7.806,123737
3,07/22/2011,86.19,3.651,218.786,7.567,37392
42,07/22/2011,88.59,3.697,129.151,8.257,39690
38,07/22/2011,91.17,3.794,129.151,13.503,39690
44,07/22/2011,78.5,3.563,129.151,6.56,39910
12,07/22/2011,91.17,3.794,129.151,13.503,112238
10,07/22/2011,88.59,3.697,129.151,8.257,126512
23,07/22/2011,76.74,3.882,135.874,4.584,114533
7,07/22/2011,56.22,3.545,193.512,8.622,70713
8,07/22/2011,85.46,3.651,218.833,6.425,155078
21,07/22/2011,90.27,3.651,215.075,7.852,140167
31,07/22/2011,90.27,3.651,215.075,7.852,203750
2,07/22/2011,89.34,3.651,215.075,7.852,202307
18,07/22/2011,78.68,3.882,135.874,8.89,120653
5,07/22/2011,86.97,3.651,215.986,6.529,34875
36,07/22/2011,83.31,3.637,214.171,8.177,39910
14,07/22/2011,82.33,3.811,186.218,8.625,200898
22,07/22/2011,77.79,3.882,139.797,8.023,119557
13,07/22/2011,78.5,3.563,129.151,6.877,219622
25,07/22/2011,78.1,3.811,208.594,7.274,128107
17,07/22/2011,69.82,3.563,129.151,6.745,93188
6,07/22/2011,88.06,3.651,216.964,6.925,202505
30,07/22/2011,90.27,3.651,215.075,7.852,42988
28,07/29/2011,93.29,3.805,129.168,13.503,206302
1,07/29/2011,86.83,3.682,215.483,7.962,151315
43,07/29/2011,83.43,3.682,207.314,10.641,41062
27,07/29/2011,79.41,4.004,139.893,7.85,204184
31,07/29/2011,91.56,3.682,215.136,7.852,203750
45,07/29/2011,81.31,3.829,186.296,8.625,118221
20,07/29/2011,77.47,3.829,208.656,7.274,203742
23,07/29/2011,69.55,3.898,135.964,4.584,114533
24,07/29/2011,74.84,4.004,135.964,8.358,203819
19,07/29/2011,74.86,4.004,135.964,7.806,203819
22,07/29/2011,75.32,3.898,139.893,8.023,119557
8,07/29/2011,86.46,3.682,218.891,6.425,155078
4,07/29/2011,84.36,3.659,129.168,5.644,205863
9,07/29/2011,91.1,3.682,219.077,6.404,125833
32,07/29/2011,75.91,3.547,193.712,8.622,203007
36,07/29/2011,84.99,3.66,214.234,8.177,39910
12,07/29/2011,93.29,3.805,129.168,13.503,112238
15,07/29/2011,74.67,4.004,135.964,7.806,123737
3,07/29/2011,88.07,3.682,218.844,7.567,37392
39,07/29/2011,86.24,3.682,214.234,8.177,184109
10,07/29/2011,86.75,3.694,129.168,8.257,126512
17,07/29/2011,68.59,3.574,129.168,6.745,93188
25,07/29/2011,74.72,3.829,208.656,7.274,128107
2,07/29/2011,90.07,3.682,215.136,7.852,202307
26,07/29/2011,63.32,3.898,135.964,7.767,152513
42,07/29/2011,86.75,3.694,129.168,8.257,39690
6,07/29/2011,90.22,3.682,217.024,6.925,202505
11,07/29/2011,89.46,3.682,218.844,7.567,207499
40,07/29/2011,67.45,3.898,135.964,4.584,155083
18,07/29/2011,73.85,3.898,135.964,8.89,120653
7,07/29/2011,56.66,3.547,193.712,8.622,70713
30,07/29/2011,91.56,3.682,215.136,7.852,42988
41,07/29/2011,71.3,3.547,193.712,6.901,196321
35,07/29/2011,79.41,3.829,139.893,8.684,103681
29,07/29/2011,75.32,3.898,135.964,9.863,93638
5,07/29/2011,89.42,3.682,216.046,6.529,34875
33,07/29/2011,95.28,3.694,129.168,8.442,39690
34,07/29/2011,78.04,3.659,129.168,10.641,158114
44,07/29/2011,77.62,3.574,129.168,6.56,39910
21,07/29/2011,91.56,3.682,215.136,7.852,140167
14,07/29/2011,81.31,3.829,186.296,8.625,200898
16,07/29/2011,66.84,3.547,193.712,6.338,57197
37,07/29/2011,84.99,3.682,214.234,8.177,39910
13,07/29/2011,77.62,3.574,129.168,6.877,219622
38,07/29/2011,93.29,3.805,129.168,13.503,39690
12,08/04/2011,64.47,4.003,128.824,13.736,112238
18,08/04/2011,43.32,3.72,134.178,8.975,120653
42,08/04/2011,73.03,3.818,128.824,8.494,39690
14,08/04/2011,48.71,3.72,185.364,8.521,200898
30,08/04/2011,68.62,3.622,214.725,7.931,42988
13,08/04/2011,42.75,3.547,128.824,7.193,219622
27,08/04/2011,46.87,3.895,138.064,7.725,204184
9,08/04/2011,71.4,3.622,218.69,6.38,125833
19,08/04/2011,41.26,3.895,134.178,7.658,203819
8,08/04/2011,65.62,3.622,218.503,6.297,155078
25,08/04/2011,42.11,3.72,208.109,7.287,128107
22,08/04/2011,44.42,3.72,138.064,8.252,119557
2,08/04/2011,67.0,3.622,214.725,7.931,202307
17,08/04/2011,39.16,3.547,128.824,6.774,93188
20,08/04/2011,47.09,3.72,208.109,7.287,203742
6,08/04/2011,70.35,3.622,216.624,6.855,202505
23,08/04/2011,36.74,3.72,134.178,4.781,114533
26,08/04/2011,29.09,3.72,134.178,7.818,152513
3,08/04/2011,72.55,3.622,218.455,7.574,37392
33,08/04/2011,75.11,3.818,128.824,8.687,39690
10,08/04/2011,73.03,3.818,128.824,8.494,126512
28,08/04/2011,64.47,4.003,128.824,13.736,206302
1,08/04/2011,67.84,3.622,215.074,7.682,151315
43,08/04/2011,70.35,3.622,206.897,10.581,41062
7,08/04/2011,30.64,3.532,192.342,8.595,70713
11,08/04/2011,73.57,3.622,218.455,7.574,207499
39,08/04/2011,69.45,3.622,213.812,8.3,184109
40,08/04/2011,34.77,3.72,134.178,4.781,155083
44,08/04/2011,42.75,3.547,128.824,6.906,39910
21,08/04/2011,68.62,3.622,214.725,7.931,140167
36,08/04/2011,69.39,3.645,213.812,8.3,39910
15,08/04/2011,40.94,3.895,134.178,7.658,123737
29,08/04/2011,44.42,3.72,134.178,9.966,93638
45,08/04/2011,48.71,3.72,185.364,8.521,118221
35,08/04/2011,46.87,3.72,138.064,8.512,103681
24,08/04/2011,44.7,3.895,134.178,8.212,203819
31,08/04/2011,68.62,3.622,214.725,7.931,203750
4,08/04/2011,62.61,3.605,128.824,5.946,205863
41,08/04/2011,42.87,3.532,192.342,6.934,196321
32,08/04/2011,48.81,3.532,192.342,8.595,203007
38,08/04/2011,64.47,4.003,128.824,13.736,39690
5,08/04/2011,69.64,3.622,215.641,6.489,34875
37,08/04/2011,69.39,3.622,213.812,8.3,39910
16,08/04/2011,38.04,3.532,192.342,6.339,57197
34,08/04/2011,58.59,3.605,128.824,10.581,158114
27,08/07/2011,76.87,3.886,139.544,7.85,204184
34,08/07/2011,80.84,3.469,129.113,10.641,158114
42,08/07/2011,88.57,3.793,129.113,8.257,39690
39,08/07/2011,84.33,3.48,214.025,8.177,184109
37,08/07/2011,84.71,3.48,214.025,8.177,39910
41,08/07/2011,68.49,3.54,193.188,6.901,196321
26,08/07/2011,63.34,3.784,135.628,7.767,152513
32,08/07/2011,72.56,3.54,193.188,8.622,203007
25,08/07/2011,71.64,3.711,208.439,7.274,128107
30,08/07/2011,89.16,3.48,214.93,7.852,42988
44,08/07/2011,77.3,3.563,129.113,6.56,39910
29,08/07/2011,74.22,3.784,135.628,9.863,93638
45,08/07/2011,77.49,3.711,186.032,8.625,118221
28,08/07/2011,89.9,3.705,129.113,13.503,206302
43,08/07/2011,87.02,3.48,207.115,10.641,41062
35,08/07/2011,76.87,3.711,139.544,8.684,103681
40,08/07/2011,67.86,3.784,135.628,4.584,155083
33,08/07/2011,96.44,3.793,129.113,8.442,39690
36,08/07/2011,84.71,3.44,214.025,8.177,39910
31,08/07/2011,89.16,3.48,214.93,7.852,203750
38,08/07/2011,89.9,3.705,129.113,13.503,39690
23,08/07/2011,69.92,3.784,135.628,4.584,114533
1,08/07/2011,85.83,3.48,215.277,7.962,151315
5,08/07/2011,86.64,3.48,215.841,6.529,34875
14,08/07/2011,77.49,3.711,186.032,8.625,200898
10,08/07/2011,88.57,3.793,129.113,8.257,126512
21,08/07/2011,89.16,3.48,214.93,7.852,140167
12,08/07/2011,89.9,3.705,129.113,13.503,112238
2,08/07/2011,87.7,3.48,214.93,7.852,202307
3,08/07/2011,85.38,3.48,218.642,7.567,37392
7,08/07/2011,59.08,3.54,193.188,8.622,70713
18,08/07/2011,73.12,3.784,135.628,8.89,120653
24,08/07/2011,72.56,3.886,135.628,8.358,203819
22,08/07/2011,74.22,3.784,139.544,8.023,119557
4,08/07/2011,84.59,3.469,129.113,5.644,205863
6,08/07/2011,88.36,3.48,216.82,6.925,202505
13,08/07/2011,77.3,3.563,129.113,6.877,219622
15,08/07/2011,73.47,3.886,135.628,7.806,123737
16,08/07/2011,65.0,3.54,193.188,6.338,57197
19,08/07/2011,73.2,3.886,135.628,7.806,203819
9,08/07/2011,89.04,3.48,218.876,6.404,125833
17,08/07/2011,70.6,3.563,129.113,6.745,93188
8,08/07/2011,83.57,3.48,218.69,6.425,155078
20,08/07/2011,74.69,3.711,208.439,7.274,203742
11,08/07/2011,87.17,3.48,218.642,7.567,207499
43,08/19/2011,82.08,3.554,207.495,10.641,41062
7,08/19/2011,56.06,3.499,194.25,8.622,70713
15,08/19/2011,70.41,3.942,136.183,7.806,123737
30,08/19/2011,90.11,3.554,215.323,7.852,42988
40,08/19/2011,64.05,3.82,136.183,4.584,155083
5,08/19/2011,89.35,3.554,216.231,6.529,34875
12,08/19/2011,91.74,3.743,129.241,13.503,112238
24,08/19/2011,69.93,3.942,136.183,8.358,203819
1,08/19/2011,89.94,3.554,215.669,7.962,151315
45,08/19/2011,72.98,3.747,186.509,8.625,118221
19,08/19/2011,71.14,3.942,136.183,7.806,203819
42,08/19/2011,87.4,3.743,129.241,8.257,39690
18,08/19/2011,69.24,3.82,136.183,8.89,120653
25,08/19/2011,68.09,3.747,208.842,7.274,128107
4,08/19/2011,82.77,3.55,129.241,5.644,205863
39,08/19/2011,87.93,3.554,214.424,8.177,184109
17,08/19/2011,67.59,3.578,129.241,6.745,93188
31,08/19/2011,90.11,3.554,215.323,7.852,203750
32,08/19/2011,73.72,3.499,194.25,8.622,203007
16,08/19/2011,68.83,3.499,194.25,6.338,57197
11,08/19/2011,89.51,3.554,219.023,7.567,207499
33,08/19/2011,95.89,3.743,129.241,8.442,39690
36,08/19/2011,87.24,3.534,214.424,8.177,39910
10,08/19/2011,87.4,3.743,129.241,8.257,126512
21,08/19/2011,90.11,3.554,215.323,7.852,140167
44,08/19/2011,76.68,3.578,129.241,6.56,39910
29,08/19/2011,71.3,3.82,136.183,9.863,93638
34,08/19/2011,77.08,3.55,129.241,10.641,158114
6,08/19/2011,89.26,3.554,217.207,6.925,202505
9,08/19/2011,85.8,3.554,219.256,6.404,125833
8,08/19/2011,82.92,3.554,219.07,6.425,155078
22,08/19/2011,71.3,3.82,140.129,8.023,119557
35,08/19/2011,72.97,3.747,140.129,8.684,103681
26,08/19/2011,60.58,3.82,136.183,7.767,152513
27,08/19/2011,72.97,3.942,140.129,7.85,204184
28,08/19/2011,91.74,3.743,129.241,13.503,206302
14,08/19/2011,72.98,3.747,186.509,8.625,200898
23,08/19/2011,67.09,3.82,136.183,4.584,114533
41,08/19/2011,70.55,3.499,194.25,6.901,196321
20,08/19/2011,71.25,3.747,208.842,7.274,203742
13,08/19/2011,76.68,3.578,129.241,6.877,219622
3,08/19/2011,88.44,3.554,219.023,7.567,37392
37,08/19/2011,87.24,3.554,214.424,8.177,39910
2,08/19/2011,89.86,3.554,215.323,7.852,202307
38,08/19/2011,91.74,3.743,129.241,13.503,39690
9,08/26/2011,88.95,3.523,219.319,6.404,125833
2,08/26/2011,90.45,3.523,215.387,7.852,202307
22,08/26/2011,72.22,3.796,140.163,8.023,119557
38,08/26/2011,94.61,3.74,129.283,13.503,39690
17,08/26/2011,72.04,3.57,129.283,6.745,93188
4,08/26/2011,81.47,3.523,129.283,5.644,205863
39,08/26/2011,86.49,3.523,214.488,8.177,184109
31,08/26/2011,92.07,3.523,215.387,7.852,203750
27,08/26/2011,72.88,3.906,140.163,7.85,204184
29,08/26/2011,72.22,3.796,136.214,9.863,93638
44,08/26/2011,81.53,3.57,129.283,6.56,39910
36,08/26/2011,86.02,3.501,214.488,8.177,39910
37,08/26/2011,86.02,3.523,214.488,8.177,39910
23,08/26/2011,67.04,3.796,136.214,4.584,114533
7,08/26/2011,57.6,3.485,194.38,8.622,70713
3,08/26/2011,87.67,3.523,219.087,7.567,37392
43,08/26/2011,87.43,3.523,207.558,10.641,41062
20,08/26/2011,70.15,3.704,208.902,7.274,203742
18,08/26/2011,70.32,3.796,136.214,8.89,120653
28,08/26/2011,94.61,3.74,129.283,13.503,206302
11,08/26/2011,89.09,3.523,219.087,7.567,207499
26,08/26/2011,61.1,3.796,136.214,7.767,152513
40,08/26/2011,65.01,3.796,136.214,4.584,155083
10,08/26/2011,91.59,3.663,129.283,8.257,126512
1,08/26/2011,87.96,3.523,215.733,7.962,151315
45,08/26/2011,72.55,3.704,186.564,8.625,118221
21,08/26/2011,92.07,3.523,215.387,7.852,140167
30,08/26/2011,92.07,3.523,215.387,7.852,42988
19,08/26/2011,69.34,3.906,136.214,7.806,203819
8,08/26/2011,84.69,3.523,219.134,6.425,155078
32,08/26/2011,75.64,3.485,194.38,8.622,203007
34,08/26/2011,77.27,3.523,129.283,10.641,158114
25,08/26/2011,66.8,3.704,208.902,7.274,128107
33,08/26/2011,99.66,3.663,129.283,8.442,39690
42,08/26/2011,91.59,3.663,129.283,8.257,39690
12,08/26/2011,94.61,3.74,129.283,13.503,112238
