ID,Store,Date,Temperature_Fahrenheit,Fuel_Price_USD,Consumer_Price_Index_CPI,Unemployment_percentage,Size_Sqft
10/06/201116,16,10/06/2011,55.78,3.735,192.847,6.339,57197
10/06/201126,26,10/06/2011,59.85,3.924,134.943,7.818,152513
10/06/201128,28,10/06/2011,78.72,3.981,129.036,13.736,206302
10/06/20117,7,10/06/2011,53.3,3.735,192.847,8.595,70713
10/06/20114,4,10/06/2011,80.05,3.64,129.036,5.946,205863
10/06/201122,22,10/06/2011,69.53,3.924,138.861,8.252,119557
10/06/201130,30,10/06/2011,84.71,3.648,214.696,7.931,42988
10/06/20112,2,10/06/2011,83.4,3.648,214.696,7.931,202307
10/06/201134,34,10/06/2011,74.57,3.64,129.036,10.581,158114
10/06/201132,32,10/06/2011,65.49,3.735,192.847,8.595,203007
10/06/201144,44,10/06/2011,61.39,3.732,129.036,6.906,39910
10/06/201110,10,10/06/2011,84.57,3.981,129.036,8.494,126512
10/06/201115,15,10/06/2011,69.86,4.025,134.943,7.658,123737
10/06/201135,35,10/06/2011,73.26,3.881,138.861,8.512,103681
10/06/201120,20,10/06/2011,73.64,3.881,208.154,7.287,203742
10/06/201138,38,10/06/2011,78.72,3.981,129.036,13.736,39690
10/06/201121,21,10/06/2011,84.71,3.648,214.696,7.931,140167
10/14/201119,19,10/14/2011,61.86,3.744,136.515,7.866,203819
10/14/201117,17,10/14/2011,47.69,3.567,129.771,6.617,93188
10/14/201136,36,10/14/2011,74.16,3.234,216.089,7.716,39910
10/14/201110,10,10/14/2011,70.27,3.698,129.771,7.874,126512
10/14/201113,13,10/14/2011,51.74,3.567,129.771,6.392,219622
10/14/201115,15,10/14/2011,61.3,3.744,136.515,7.866,123737
10/14/20117,7,10/14/2011,32.65,3.491,195.026,8.513,70713
10/14/201121,21,10/14/2011,69.79,3.274,217.005,7.441,140167
10/14/201132,32,10/14/2011,50.15,3.491,195.026,8.513,203007
10/14/201124,24,10/14/2011,60.21,3.744,136.515,8.454,203819
10/14/201116,16,10/14/2011,39.97,3.491,195.026,6.232,57197
10/14/201142,42,10/14/2011,70.27,3.698,129.771,7.874,39690
10/14/201120,20,10/14/2011,62.54,3.541,210.403,7.082,203742
10/14/201125,25,10/14/2011,58.95,3.541,210.403,7.082,128107
10/14/20112,2,10/14/2011,71.67,3.274,217.005,7.441,202307
10/14/201138,38,10/14/2011,67.31,3.805,129.771,12.89,39690
10/14/201144,44,10/14/2011,51.74,3.567,129.771,6.078,39910
10/14/201128,28,10/14/2011,67.31,3.805,129.771,12.89,206302
10/14/201112,12,10/14/2011,67.31,3.805,129.771,12.89,112238
10/14/201111,11,10/14/2011,75.56,3.274,220.749,7.197,207499
10/14/20118,8,10/14/2011,61.74,3.274,220.796,6.123,155078
10/14/201131,31,10/14/2011,69.79,3.274,217.005,7.441,203750
10/14/201126,26,10/14/2011,53.91,3.583,136.515,7.598,152513
10/14/20113,3,10/14/2011,73.75,3.274,220.749,7.197,37392
10/14/20114,4,10/14/2011,63.75,3.283,129.771,5.143,205863
10/14/20111,1,10/14/2011,71.74,3.274,217.355,7.866,151315
10/14/201143,43,10/14/2011,68.09,3.274,209.075,10.148,41062
10/14/201139,39,10/14/2011,73.79,3.274,216.089,7.716,184109
10/14/20119,9,10/14/2011,67.27,3.274,220.984,6.054,125833
10/14/201135,35,10/14/2011,64.78,3.541,140.478,8.745,103681
10/14/201129,29,10/14/2011,62.63,3.583,136.515,9.357,93638
10/14/201133,33,10/14/2011,76.49,3.698,129.771,8.01,39690
10/14/201118,18,10/14/2011,60.26,3.583,136.515,8.471,120653
10/14/201134,34,10/14/2011,54.72,3.283,129.771,10.148,158114
10/14/201137,37,10/14/2011,74.16,3.274,216.089,7.716,39910
10/14/201145,45,10/14/2011,63.82,3.541,187.692,8.523,118221
10/14/201114,14,10/14/2011,63.82,3.541,187.692,8.523,200898
10/14/201127,27,10/14/2011,64.78,3.744,140.478,7.906,204184
10/14/201130,30,10/14/2011,69.79,3.274,217.005,7.441,42988
10/14/20115,5,10/14/2011,72.36,3.274,217.924,6.3,34875
10/14/20116,6,10/14/2011,71.24,3.274,218.911,6.551,202505
10/14/201122,22,10/14/2011,62.63,3.583,140.478,7.706,119557
10/14/201123,23,10/14/2011,56.79,3.583,136.515,4.42,114533
10/14/201141,41,10/14/2011,47.43,3.491,195.026,6.759,196321
10/14/201140,40,10/14/2011,53.9,3.583,136.515,4.42,155083
10/21/20111,1,10/21/2011,63.71,3.353,217.516,7.866,151315
10/21/201138,38,10/21/2011,73.05,3.842,129.782,12.89,39690
10/21/201141,41,10/21/2011,45.62,3.548,195.179,6.759,196321
10/21/201139,39,10/21/2011,67.65,3.353,216.247,7.716,184109
10/21/201143,43,10/21/2011,70.3,3.353,209.222,10.148,41062
10/21/201123,23,10/21/2011,52.12,3.618,136.502,4.42,114533
10/21/201121,21,10/21/2011,65.16,3.353,217.165,7.441,140167
10/21/201114,14,10/21/2011,59.6,3.57,187.785,8.523,200898
10/21/20114,4,10/21/2011,64.79,3.361,129.782,5.143,205863
10/21/201128,28,10/21/2011,73.05,3.842,129.782,12.89,206302
10/21/201136,36,10/21/2011,67.89,3.308,216.247,7.716,39910
10/21/201122,22,10/21/2011,59.3,3.618,140.462,7.706,119557
10/21/201116,16,10/21/2011,46.99,3.548,195.179,6.232,57197
10/21/201145,45,10/21/2011,59.6,3.57,187.785,8.523,118221
10/21/20117,7,10/21/2011,37.49,3.548,195.179,8.513,70713
10/21/201113,13,10/21/2011,54.66,3.579,129.782,6.392,219622
10/21/201120,20,10/21/2011,53.69,3.57,210.547,7.082,203742
10/21/201111,11,10/21/2011,70.91,3.353,220.914,7.197,207499
10/21/201134,34,10/21/2011,58.93,3.361,129.782,10.148,158114
10/21/201119,19,10/21/2011,52.05,3.757,136.502,7.866,203819
10/21/201125,25,10/21/2011,50.22,3.57,210.547,7.082,128107
10/21/201126,26,10/21/2011,45.23,3.618,136.502,7.598,152513
10/21/201142,42,10/21/2011,77.91,3.842,129.782,7.874,39690
10/21/201129,29,10/21/2011,59.3,3.618,136.502,9.357,93638
10/21/20119,9,10/21/2011,65.46,3.353,221.15,6.054,125833
10/21/201132,32,10/21/2011,48.87,3.548,195.179,8.513,203007
10/21/201131,31,10/21/2011,65.16,3.353,217.165,7.441,203750
10/21/201117,17,10/21/2011,47.27,3.579,129.782,6.617,93188
10/21/201135,35,10/21/2011,59.62,3.57,140.462,8.745,103681
10/21/201124,24,10/21/2011,56.6,3.757,136.502,8.454,203819
10/21/20118,8,10/21/2011,59.97,3.353,220.962,6.123,155078
10/21/201140,40,10/21/2011,51.61,3.618,136.502,4.42,155083
10/21/201133,33,10/21/2011,81.74,3.842,129.782,8.01,39690
10/21/201115,15,10/21/2011,51.67,3.757,136.502,7.866,123737
10/21/20112,2,10/21/2011,64.53,3.353,217.165,7.441,202307
10/21/201137,37,10/21/2011,67.89,3.353,216.247,7.716,39910
10/21/201130,30,10/21/2011,65.16,3.353,217.165,7.441,42988
10/21/201110,10,10/21/2011,77.91,3.842,129.782,7.874,126512
10/21/201144,44,10/21/2011,54.66,3.579,129.782,6.078,39910
10/21/20113,3,10/21/2011,69.03,3.353,220.914,7.197,37392
10/21/20115,5,10/21/2011,66.9,3.353,218.085,6.3,34875
10/21/201118,18,10/21/2011,55.83,3.618,136.502,8.471,120653
10/21/20116,6,10/21/2011,68.53,3.353,219.074,6.551,202505
10/21/201127,27,10/21/2011,59.62,3.757,140.462,7.906,204184
10/21/201112,12,10/21/2011,73.05,3.842,129.782,12.89,112238
10/28/20112,2,10/28/2011,65.87,3.372,217.325,7.441,202307
10/28/20118,8,10/28/2011,56.86,3.372,221.128,6.123,155078
10/28/20116,6,10/28/2011,69.51,3.372,219.237,6.551,202505
10/28/201125,25,10/28/2011,46.28,3.569,210.692,7.082,128107
10/28/20114,4,10/28/2011,55.31,3.362,129.794,5.143,205863
10/28/201142,42,10/28/2011,72.79,3.843,129.794,7.874,39690
10/28/201145,45,10/28/2011,51.78,3.569,187.877,8.523,118221
10/28/201122,22,10/28/2011,49.31,3.604,140.445,7.706,119557
10/28/201136,36,10/28/2011,71.31,3.306,216.405,7.716,39910
10/28/20115,5,10/28/2011,69.27,3.372,218.247,6.3,34875
10/28/201115,15,10/28/2011,45.54,3.757,136.488,7.866,123737
10/28/201111,11,10/28/2011,72.66,3.372,221.08,7.197,207499
10/28/201113,13,10/28/2011,47.41,3.567,129.794,6.392,219622
10/28/201134,34,10/28/2011,54.56,3.362,129.794,10.148,158114
10/28/201137,37,10/28/2011,71.31,3.372,216.405,7.716,39910
10/28/201129,29,10/28/2011,49.31,3.604,136.488,9.357,93638
10/28/201124,24,10/28/2011,48.0,3.757,136.488,8.454,203819
10/28/201119,19,10/28/2011,46.49,3.757,136.488,7.866,203819
10/28/201141,41,10/28/2011,37.02,3.55,195.332,6.759,196321
10/28/201116,16,10/28/2011,41.97,3.55,195.332,6.232,57197
10/28/20111,1,10/28/2011,66.57,3.372,217.677,7.866,151315
10/28/201135,35,10/28/2011,51.81,3.569,140.445,8.745,103681
10/28/201131,31,10/28/2011,65.46,3.372,217.325,7.441,203750
10/28/201143,43,10/28/2011,66.82,3.372,209.369,10.148,41062
10/28/201114,14,10/28/2011,51.78,3.569,187.877,8.523,200898
10/28/201127,27,10/28/2011,51.81,3.757,140.445,7.906,204184
10/28/201139,39,10/28/2011,71.05,3.372,216.405,7.716,184109
10/28/201117,17,10/28/2011,41.89,3.567,129.794,6.617,93188
10/28/201130,30,10/28/2011,65.46,3.372,217.325,7.441,42988
10/28/201121,21,10/28/2011,65.46,3.372,217.325,7.441,140167
10/28/201123,23,10/28/2011,42.57,3.604,136.488,4.42,114533
10/28/201133,33,10/28/2011,76.73,3.843,129.794,8.01,39690
10/28/201120,20,10/28/2011,49.36,3.569,210.692,7.082,203742
10/28/201132,32,10/28/2011,42.76,3.55,195.332,8.513,203007
10/28/201112,12,10/28/2011,67.41,3.727,129.794,12.89,112238
10/28/201118,18,10/28/2011,45.61,3.604,136.488,8.471,120653
10/28/201128,28,10/28/2011,67.41,3.727,129.794,12.89,206302
10/28/20113,3,10/28/2011,71.04,3.372,221.08,7.197,37392
10/28/20119,9,10/28/2011,63.96,3.372,221.316,6.054,125833
10/28/201138,38,10/28/2011,67.41,3.727,129.794,12.89,39690
10/28/201110,10,10/28/2011,72.79,3.843,129.794,7.874,126512
10/28/201140,40,10/28/2011,42.09,3.604,136.488,4.42,155083
10/28/20117,7,10/28/2011,28.82,3.55,195.332,8.513,70713
10/28/201126,26,10/28/2011,35.06,3.604,136.488,7.598,152513
10/28/201144,44,10/28/2011,47.41,3.567,129.794,6.078,39910
11/02/201143,43,11/02/2011,40.65,3.022,204.874,10.398,41062
11/02/201144,44,11/02/2011,30.83,3.034,127.859,7.224,39910
11/02/20114,4,11/02/2011,33.29,3.033,127.859,6.51,205863
11/02/201131,31,11/02/2011,34.61,3.022,212.593,8.028,203750
11/02/201117,17,11/02/2011,14.19,3.034,127.859,6.866,93188
11/02/20111,1,11/02/2011,36.39,3.022,212.937,7.742,151315
11/02/20113,3,11/02/2011,43.57,3.022,216.266,7.551,37392
11/02/20119,9,11/02/2011,34.13,3.022,216.497,6.416,125833
11/02/20118,8,11/02/2011,28.26,3.022,216.313,6.262,155078
11/02/201145,45,11/02/2011,30.3,3.239,183.702,8.549,118221
11/02/201118,18,11/02/2011,24.3,3.255,133.261,9.131,120653
11/02/201138,38,11/02/2011,51.3,3.381,127.859,14.021,39690
11/02/201129,29,11/02/2011,28.89,3.255,133.261,10.256,93638
11/02/201133,33,11/02/2011,53.35,3.381,127.859,8.951,39690
11/02/201139,39,11/02/2011,40.34,3.022,211.699,8.395,184109
11/02/201135,35,11/02/2011,30.45,3.239,137.138,8.549,103681
11/02/201132,32,11/02/2011,18.51,3.037,191.857,8.818,203007
11/02/201125,25,11/02/2011,21.18,3.239,206.076,7.343,128107
11/02/201111,11,11/02/2011,44.61,3.022,216.266,7.551,207499
11/02/201115,15,11/02/2011,21.64,3.416,133.261,7.771,123737
11/02/201114,14,11/02/2011,30.3,3.239,183.702,8.549,200898
11/02/201134,34,11/02/2011,28.66,3.033,127.859,10.398,158114
11/02/201127,27,11/02/2011,30.45,3.416,137.138,7.827,204184
11/02/201122,22,11/02/2011,28.89,3.255,137.138,8.458,119557
11/02/201140,40,11/02/2011,16.87,3.255,133.261,5.114,155083
11/02/20117,7,11/02/2011,10.24,3.037,191.857,8.818,70713
11/02/201126,26,11/02/2011,15.12,3.255,133.261,7.907,152513
11/02/201119,19,11/02/2011,21.79,3.416,133.261,7.771,203819
11/02/201130,30,11/02/2011,34.61,3.022,212.593,8.028,42988
11/02/20115,5,11/02/2011,38.25,3.022,213.494,6.634,34875
11/02/201137,37,11/02/2011,41.16,3.022,211.699,8.395,39910
11/02/201116,16,11/02/2011,15.02,3.037,191.857,6.614,57197
11/02/20112,2,11/02/2011,33.19,3.022,212.593,8.028,202307
11/02/201128,28,11/02/2011,51.3,3.381,127.859,14.021,206302
11/02/201121,21,11/02/2011,34.61,3.022,212.593,8.028,140167
11/02/201141,41,11/02/2011,16.81,3.037,191.857,7.241,196321
11/02/201120,20,11/02/2011,25.38,3.239,206.076,7.343,203742
11/02/201123,23,11/02/2011,21.52,3.255,133.261,5.114,114533
11/02/201113,13,11/02/2011,30.83,3.034,127.859,7.47,219622
11/02/201136,36,11/02/2011,41.16,3.009,211.699,8.395,39910
11/02/20116,6,11/02/2011,39.38,3.022,214.463,6.858,202505
11/02/201112,12,11/02/2011,51.3,3.381,127.859,14.021,112238
11/02/201124,24,11/02/2011,26.51,3.416,133.261,8.252,203819
11/02/201110,10,11/02/2011,51.51,3.381,127.859,8.744,126512
11/02/201142,42,11/02/2011,51.51,3.381,127.859,8.744,39690
11/03/201140,40,11/03/2011,30.53,3.6,133.736,5.114,155083
11/03/201119,19,11/03/2011,35.59,3.752,133.736,7.771,203819
11/03/201143,43,11/03/2011,60.24,3.459,205.988,10.398,41062
11/03/20117,7,11/03/2011,20.7,3.372,192.058,8.818,70713
11/03/201130,30,11/03/2011,54.69,3.459,213.765,8.028,42988
11/03/201129,29,11/03/2011,41.42,3.6,133.736,10.256,93638
11/03/20113,3,11/03/2011,61.29,3.459,217.465,7.551,37392
11/03/201111,11,11/03/2011,63.29,3.459,217.465,7.551,207499
11/03/201126,26,11/03/2011,28.13,3.6,133.736,7.907,152513
11/03/201118,18,11/03/2011,38.4,3.6,133.736,9.131,120653
11/03/201123,23,11/03/2011,29.36,3.6,133.736,5.114,114533
11/03/201120,20,11/03/2011,39.53,3.582,207.188,7.343,203742
11/03/201145,45,11/03/2011,45.01,3.582,184.613,8.549,118221
11/03/20114,4,11/03/2011,50.93,3.461,128.399,6.51,205863
11/03/20111,1,11/03/2011,53.56,3.459,214.111,7.742,151315
11/03/201116,16,11/03/2011,29.36,3.372,192.058,6.614,57197
11/03/201137,37,11/03/2011,59.15,3.459,212.861,8.395,39910
11/03/201124,24,11/03/2011,39.51,3.752,133.736,8.252,203819
11/03/201112,12,11/03/2011,57.75,3.818,128.399,14.021,112238
11/03/201136,36,11/03/2011,59.15,3.448,212.861,8.395,39910
11/03/201110,10,11/03/2011,64.22,3.63,128.399,8.744,126512
11/03/201125,25,11/03/2011,36.73,3.582,207.188,7.343,128107
11/03/201121,21,11/03/2011,54.69,3.459,213.765,8.028,140167
11/03/201133,33,11/03/2011,66.51,3.63,128.399,8.951,39690
11/03/201115,15,11/03/2011,34.27,3.752,133.736,7.771,123737
11/03/201128,28,11/03/2011,57.75,3.818,128.399,14.021,206302
11/03/201138,38,11/03/2011,57.75,3.818,128.399,14.021,39690
11/03/201132,32,11/03/2011,36.51,3.372,192.058,8.818,203007
11/03/201114,14,11/03/2011,45.01,3.582,184.613,8.549,200898
11/03/201142,42,11/03/2011,64.22,3.63,128.399,8.744,39690
11/03/201127,27,11/03/2011,43.64,3.752,137.627,7.827,204184
11/03/201122,22,11/03/2011,41.42,3.6,137.627,8.458,119557
11/03/201134,34,11/03/2011,45.87,3.461,128.399,10.398,158114
11/03/201131,31,11/03/2011,54.69,3.459,213.765,8.028,203750
11/03/20112,2,11/03/2011,52.7,3.459,213.765,8.028,202307
11/03/20119,9,11/03/2011,54.75,3.459,217.698,6.416,125833
11/03/201141,41,11/03/2011,31.6,3.372,192.058,7.241,196321
11/03/201113,13,11/03/2011,41.28,3.346,128.399,7.47,219622
11/03/20116,6,11/03/2011,57.71,3.459,215.649,6.858,202505
11/03/201139,39,11/03/2011,58.35,3.459,212.861,8.395,184109
11/03/201117,17,11/03/2011,32.42,3.346,128.399,6.866,93188
11/03/201135,35,11/03/2011,43.64,3.582,137.627,8.549,103681
11/03/20115,5,11/03/2011,55.74,3.459,214.673,6.634,34875
11/03/201144,44,11/03/2011,41.28,3.346,128.399,7.224,39910
11/03/20118,8,11/03/2011,49.14,3.459,217.512,6.262,155078
11/11/20119,9,11/11/2011,58.28,3.297,221.648,6.054,125833
11/11/201138,38,11/11/2011,48.76,3.824,129.817,12.89,39690
11/11/201119,19,11/11/2011,48.22,3.719,136.462,7.866,203819
11/11/201141,41,11/11/2011,32.87,3.505,195.638,6.759,196321
11/11/201113,13,11/11/2011,33.8,3.513,129.817,6.392,219622
11/11/201144,44,11/11/2011,33.8,3.513,129.817,6.078,39910
11/11/20113,3,11/11/2011,61.7,3.297,221.412,7.197,37392
11/11/201112,12,11/11/2011,48.76,3.824,129.817,12.89,112238
11/11/20111,1,11/11/2011,59.11,3.297,217.998,7.866,151315
11/11/201115,15,11/11/2011,47.13,3.719,136.462,7.866,123737
11/11/20116,6,11/11/2011,61.33,3.297,219.563,6.551,202505
11/11/201137,37,11/11/2011,63.5,3.297,216.722,7.716,39910
11/11/201110,10,11/11/2011,55.28,3.677,129.817,7.874,126512
11/11/201134,34,11/11/2011,41.04,3.286,129.817,10.148,158114
11/11/201123,23,11/11/2011,44.04,3.57,136.462,4.42,114533
11/11/20115,5,11/11/2011,60.71,3.297,218.57,6.3,34875
11/11/201133,33,11/11/2011,58.75,3.677,129.817,8.01,39690
11/11/201129,29,11/11/2011,47.8,3.57,136.462,9.357,93638
11/11/201130,30,11/11/2011,59.8,3.297,217.646,7.441,42988
11/11/201127,27,11/11/2011,49.69,3.719,140.411,7.906,204184
11/11/201135,35,11/11/2011,49.69,3.53,140.411,8.745,103681
11/11/20118,8,11/11/2011,50.56,3.297,221.46,6.123,155078
11/11/201114,14,11/11/2011,47.65,3.53,188.063,8.523,200898
11/11/201143,43,11/11/2011,51.26,3.297,209.663,10.148,41062
11/11/201139,39,11/11/2011,63.11,3.297,216.722,7.716,184109
11/11/201118,18,11/11/2011,45.69,3.57,136.462,8.471,120653
11/11/201124,24,11/11/2011,46.78,3.719,136.462,8.454,203819
11/11/201122,22,11/11/2011,47.8,3.57,140.411,7.706,119557
11/11/201145,45,11/11/2011,47.65,3.53,188.063,8.523,118221
11/11/201117,17,11/11/2011,27.61,3.513,129.817,6.617,93188
11/11/201116,16,11/11/2011,29.56,3.505,195.638,6.232,57197
11/11/201140,40,11/11/2011,40.75,3.57,136.462,4.42,155083
11/11/201125,25,11/11/2011,44.81,3.53,210.981,7.082,128107
11/11/201111,11,11/11/2011,64.2,3.297,221.412,7.197,207499
11/11/20114,4,11/11/2011,47.12,3.286,129.817,5.143,205863
11/11/201136,36,11/11/2011,63.5,3.254,216.722,7.716,39910
11/11/201142,42,11/11/2011,55.28,3.677,129.817,7.874,39690
11/11/20112,2,11/11/2011,59.33,3.297,217.646,7.441,202307
11/11/201126,26,11/11/2011,40.08,3.57,136.462,7.598,152513
11/11/201120,20,11/11/2011,47.27,3.53,210.981,7.082,203742
11/11/20117,7,11/11/2011,19.53,3.505,195.638,8.513,70713
11/11/201121,21,11/11/2011,59.8,3.297,217.646,7.441,140167
11/11/201128,28,11/11/2011,48.76,3.824,129.817,12.89,206302
11/11/201132,32,11/11/2011,38.1,3.505,195.638,8.513,203007
11/11/201131,31,11/11/2011,59.8,3.297,217.646,7.441,203750
11/18/201111,11,11/18/2011,66.17,3.308,221.643,7.197,207499
11/18/201128,28,11/18/2011,54.2,3.813,129.827,12.89,206302
11/18/20119,9,11/18/2011,58.8,3.308,221.88,6.054,125833
11/18/201116,16,11/18/2011,31.73,3.479,195.718,6.232,57197
11/18/201123,23,11/18/2011,45.48,3.571,136.467,4.42,114533
11/18/20111,1,11/18/2011,62.25,3.308,218.221,7.866,151315
11/18/201110,10,11/18/2011,58.97,3.669,129.827,7.874,126512
11/18/20118,8,11/18/2011,51.72,3.308,221.691,6.123,155078
11/18/201131,31,11/18/2011,61.9,3.308,217.867,7.441,203750
11/18/20116,6,11/18/2011,63.89,3.308,219.79,6.551,202505
11/18/201118,18,11/18/2011,47.88,3.571,136.467,8.471,120653
11/18/201136,36,11/18/2011,66.28,3.26,216.94,7.716,39910
11/18/201117,17,11/18/2011,32.93,3.489,129.827,6.617,93188
11/18/201120,20,11/18/2011,49.3,3.53,211.185,7.082,203742
11/18/201139,39,11/18/2011,66.09,3.308,216.94,7.716,184109
11/18/201134,34,11/18/2011,46.0,3.294,129.827,10.148,158114
11/18/201143,43,11/18/2011,57.75,3.308,209.865,10.148,41062
11/18/201141,41,11/18/2011,36.64,3.479,195.718,6.759,196321
11/18/20114,4,11/18/2011,50.44,3.294,129.827,5.143,205863
11/18/201129,29,11/18/2011,50.62,3.571,136.467,9.357,93638
11/18/201132,32,11/18/2011,42.61,3.479,195.718,8.513,203007
11/18/201122,22,11/18/2011,50.62,3.571,140.413,7.706,119557
11/18/201126,26,11/18/2011,37.78,3.571,136.467,7.598,152513
11/18/201124,24,11/18/2011,48.17,3.717,136.467,8.454,203819
11/18/201145,45,11/18/2011,51.34,3.53,188.198,8.523,118221
11/18/201121,21,11/18/2011,61.9,3.308,217.867,7.441,140167
11/18/201138,38,11/18/2011,54.2,3.813,129.827,12.89,39690
11/18/20112,2,11/18/2011,62.01,3.308,217.867,7.441,202307
11/18/201114,14,11/18/2011,51.34,3.53,188.198,8.523,200898
11/18/201112,12,11/18/2011,54.2,3.813,129.827,12.89,112238
11/18/201142,42,11/18/2011,58.97,3.669,129.827,7.874,39690
11/18/20115,5,11/18/2011,64.33,3.308,218.794,6.3,34875
11/18/201130,30,11/18/2011,61.9,3.308,217.867,7.441,42988
11/18/201119,19,11/18/2011,48.21,3.717,136.467,7.866,203819
11/18/20117,7,11/18/2011,29.53,3.479,195.718,8.513,70713
11/18/20113,3,11/18/2011,63.91,3.308,221.643,7.197,37392
11/18/201133,33,11/18/2011,63.35,3.669,129.827,8.01,39690
11/18/201127,27,11/18/2011,51.42,3.717,140.413,7.906,204184
11/18/201125,25,11/18/2011,46.41,3.53,211.185,7.082,128107
11/18/201140,40,11/18/2011,41.85,3.571,136.467,4.42,155083
11/18/201144,44,11/18/2011,40.65,3.489,129.827,6.078,39910
11/18/201135,35,11/18/2011,51.42,3.53,140.413,8.745,103681
11/18/201113,13,11/18/2011,40.65,3.489,129.827,6.392,219622
11/18/201137,37,11/18/2011,66.28,3.308,216.94,7.716,39910
11/18/201115,15,11/18/2011,46.53,3.717,136.467,7.866,123737
11/25/20114,4,11/25/2011,47.96,3.225,129.836,5.143,205863
11/25/201117,17,11/25/2011,32.81,3.445,129.836,6.617,93188
11/25/201119,19,11/25/2011,42.75,3.689,136.479,7.866,203819
11/25/201145,45,11/25/2011,48.71,3.492,188.35,8.523,118221
11/25/201140,40,11/25/2011,32.76,3.536,136.479,4.42,155083
11/25/201143,43,11/25/2011,55.7,3.236,210.089,10.148,41062
11/25/201113,13,11/25/2011,38.89,3.445,129.836,6.392,219622
11/25/20116,6,11/25/2011,62.78,3.236,220.042,6.551,202505
11/25/20111,1,11/25/2011,60.14,3.236,218.468,7.866,151315
11/25/201112,12,11/25/2011,53.25,3.622,129.836,12.89,112238
11/25/201115,15,11/25/2011,41.1,3.689,136.479,7.866,123737
11/25/201130,30,11/25/2011,56.43,3.236,218.113,7.441,42988
11/25/20115,5,11/25/2011,61.93,3.236,219.043,6.3,34875
11/25/201142,42,11/25/2011,60.68,3.76,129.836,7.874,39690
11/25/201133,33,11/25/2011,62.35,3.76,129.836,8.01,39690
11/25/201135,35,11/25/2011,47.88,3.492,140.422,8.745,103681
11/25/201125,25,11/25/2011,43.49,3.492,211.412,7.082,128107
11/25/20118,8,11/25/2011,49.61,3.236,221.949,6.123,155078
11/25/201114,14,11/25/2011,48.71,3.492,188.35,8.523,200898
11/25/201132,32,11/25/2011,40.22,3.424,195.77,8.513,203007
11/25/201116,16,11/25/2011,31.39,3.424,195.77,6.232,57197
11/25/201141,41,11/25/2011,36.37,3.424,195.77,6.759,196321
11/25/201118,18,11/25/2011,41.97,3.536,136.479,8.471,120653
11/25/201136,36,11/25/2011,66.41,3.181,217.181,7.716,39910
11/25/201131,31,11/25/2011,56.43,3.236,218.113,7.441,203750
11/25/201134,34,11/25/2011,45.99,3.225,129.836,10.148,158114
11/25/201139,39,11/25/2011,66.36,3.236,217.181,7.716,184109
11/25/201111,11,11/25/2011,70.03,3.236,221.901,7.197,207499
11/25/201124,24,11/25/2011,41.83,3.689,136.479,8.454,203819
11/25/201138,38,11/25/2011,53.25,3.622,129.836,12.89,39690
11/25/20117,7,11/25/2011,27.6,3.424,195.77,8.513,70713
11/25/201121,21,11/25/2011,56.43,3.236,218.113,7.441,140167
11/25/201127,27,11/25/2011,47.88,3.689,140.422,7.906,204184
11/25/20119,9,11/25/2011,54.32,3.236,222.139,6.054,125833
11/25/201120,20,11/25/2011,46.38,3.492,211.412,7.082,203742
11/25/201128,28,11/25/2011,53.25,3.622,129.836,12.89,206302
11/25/201110,10,11/25/2011,60.68,3.76,129.836,7.874,126512
11/25/20112,2,11/25/2011,56.36,3.236,218.113,7.441,202307
11/25/201122,22,11/25/2011,46.28,3.536,140.422,7.706,119557
11/25/201123,23,11/25/2011,35.23,3.536,136.479,4.42,114533
11/25/201137,37,11/25/2011,66.41,3.236,217.181,7.716,39910
11/25/201126,26,11/25/2011,31.07,3.536,136.479,7.598,152513
11/25/201129,29,11/25/2011,46.28,3.536,136.479,9.357,93638
11/25/201144,44,11/25/2011,38.89,3.445,129.836,6.078,39910
11/25/20113,3,11/25/2011,68.0,3.236,221.901,7.197,37392
12/08/201132,32,12/08/2011,74.2,3.542,194.111,8.622,203007
12/08/201121,21,12/08/2011,92.32,3.638,215.259,7.852,140167
12/08/201110,10,12/08/2011,85.61,3.794,129.202,8.257,126512
12/08/201116,16,12/08/2011,67.09,3.542,194.111,6.338,57197
12/08/201126,26,12/08/2011,62.99,3.88,136.144,7.767,152513
12/08/201136,36,12/08/2011,87.64,3.608,214.36,8.177,39910
12/08/201128,28,12/08/2011,91.04,3.701,129.202,13.503,206302
12/08/20117,7,12/08/2011,54.56,3.542,194.111,8.622,70713
12/08/201119,19,12/08/2011,70.92,3.995,136.144,7.806,203819
12/08/201117,17,12/08/2011,64.79,3.606,129.202,6.745,93188
12/08/201139,39,12/08/2011,88.27,3.638,214.36,8.177,184109
12/08/20114,4,12/08/2011,82.98,3.617,129.202,5.644,205863
12/08/201118,18,12/08/2011,73.57,3.88,136.144,8.89,120653
12/08/201145,45,12/08/2011,77.0,3.812,186.451,8.625,118221
12/08/20111,1,12/08/2011,90.76,3.638,215.606,7.962,151315
12/08/201143,43,12/08/2011,86.64,3.638,207.433,10.641,41062
12/08/201120,20,12/08/2011,73.52,3.812,208.782,7.274,203742
12/08/20113,3,12/08/2011,88.88,3.638,218.961,7.567,37392
12/08/201111,11,12/08/2011,90.3,3.638,218.961,7.567,207499
12/08/201140,40,12/08/2011,68.3,3.88,136.144,4.584,155083
12/08/201123,23,12/08/2011,69.86,3.88,136.144,4.584,114533
